headline,link,description,time,SubCategory,Category
"মার্কেটে আগুন, ৭০ দোকান পুড়ে ছাই",https://banglanews24.com/national/news/bd/884386.details,"পটুয়াখালী: পটুয়াখালী শহরের নিউ মার্কেট এলাকায় ভয়াবহ অগ্নিকাণ্ডের ঘটনা ঘটেছে। আগুনে ৭০টি দোকান পুড়ে গেছে। 
বৃহস্পতিবার (৭ অক্টোবর)","October 7, 2021",Crime,Law & Order
সেপ্টেম্বরে বরিশাল রেঞ্জে শ্রেষ্ঠ পটুয়াখালীর এসপি,https://banglanews24.com/national/news/bd/884385.details,পটুয়াখালী: চলতি বছরের সেপ্টেম্বর মাসে জেলার আইনশৃঙ্খলা স্বাভাবিক রাখা ও অপরাধ দমনসহ নানান দিক বিবেচনায় বরিশাল রেঞ্জে শ্রেষ্ঠ,"October 7, 2021",Development,Development & Welfare
৫৪টি সামুদ্রিক কচ্ছপ বস্তায় ভরে পুকুরে রেখেছিলেন বাবা-ছেলে,https://banglanews24.com/environment-biodiversity/news/bd/884261.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় ৫৪টি সামুদ্রিক কচ্ছপ বস্তায় ভরে নিজেদের বাড়ির পুকুরে রেখেছিলেন তোঁতা আকন (৪৮) ও তার ছেলে রুবেল আকন,"October 6, 2021",Wildlife,Environment & Disaster
গ্রামে-গঞ্জে ও শহরে ইলিশের মেলা,https://banglanews24.com/national/news/bd/883749.details,"পটুয়াখালী: ইলিশের প্রধান প্রজনন মৌসুম শুরু হওয়ায় রোববার (৩ অক্টোবর) মধ্যরাত থেকে ইলিশ আহরণ, পরিবহন, মজুদ, ক্রয় ও বিক্রিতে নিষেধাজ্ঞা","October 4, 2021",Agriculture,Agriculture
পটুয়াখালীতে সরকারি জায়গায় অবৈধ স্থাপনা উচ্ছেদ,https://banglanews24.com/national/news/bd/883416.details,পটুয়াখালী: পটুয়াখালীতে সরকারি জায়গায় অবৈধ স্থাপনা উচ্ছেদ অভিযান চালিয়েছে জেলা প্রশাসন। শহরের পিডিএসএ মাঠ সংলগ্ন রাস্তার পাশে,"October 2, 2021",Crime,Law & Order
"স্কুলছাত্রকে প্রধানমন্ত্রীর প্রতিশ্রুতি, নির্মাণ হচ্ছে সেতু",https://banglanews24.com/national/news/bd/882875.details,পটুয়াখালী: পটুয়াখালীর এক স্কুলছাত্রের চিঠির জবাবে সেতু নির্মাণের প্রতিশ্রুতি দিয়েছিলেন প্রধানমন্ত্রী শেখ হাসিনা। সেই,"September 29, 2021",Agriculture,Agriculture
কাভার্ডভ্যানের ধাক্কায় মোটরসাইকেল আরোহীর মৃত্যু,https://banglanews24.com/national/news/bd/882805.details,"পটুয়াখালী: পটুয়াখালীতে কাভার্ডভ্যানের ধাক্কায় তানিম হোসেন (২২) নামে এক মোটরসাইকেল আরোহীর মৃত্যু হয়েছে।
বুধবার (২৯ সেপ্টেম্বর)","September 29, 2021",Crime,Law & Order
এবার কুয়াকাটা ঝাউবন এলাকায় মৃত ডলফিন,https://banglanews24.com/environment-biodiversity/news/bd/882804.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতের ঝাউবন এলাকায় ভেসে এসেছে একটি ৭ ফুট দৈর্ঘ্যের মৃত ডলফিন।
বুধবার (২৯ সেপ্টেম্বর) সকালে","September 29, 2021",Tourism,"Commerce,Tourism & Festival"
তাবলিগের ১৩ জনকে অচেতন করে সব লুট,https://banglanews24.com/national/news/bd/881962.details,পটুয়াখালী: পটুয়াখালী শহরের একটি মসজিদে তাবলিগ জামাতের ১৩ সদস্যকে খাবারের সঙ্গে চেতনানাশক খাইয়ে তাদের সব লুট করেছে দুর্বৃত্তরা।,"September 25, 2021",Crime,Law & Order
"জেলে মৃত্যুর ঘটনায় ৪ পুলিশ সদস্য প্রত্যাহার, তদন্ত কমিটি",https://banglanews24.com/national/news/bd/881518.details,পটুয়াখালী: কলাপাড়ায় নৌ পুলিশের ধাওয়ায় সুজন চৌকিদার (৩০) নামে এক জেলের মৃত্যুর ঘটনায় পায়রা বন্দর নৌ-পুলিশের চার সদস্যকে ক্লোজড করে,"September 22, 2021",Crime,Law & Order
কুয়াকাটা বাস টার্মিনাল নির্মাণ কাজ শুরু,https://banglanews24.com/national/news/bd/881460.details,পটুয়াখালী: স্থানীয় বাসিন্দা এবং পর্যটকদের দীর্ঘদিনের আশা-আকাঙ্ক্ষার প্রতিফলন হিসেবে কাজ শুরু হয়েছে কুয়াকাটা কেন্দ্রীয় বাস,"September 22, 2021",Tourism,"Commerce,Tourism & Festival"
পটুয়াখালীতে নৌ-পুলিশের প্রহারে জেলে মৃত্যুর অভিযোগ,https://banglanews24.com/national/news/bd/881299.details,"পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় নৌ-পুলিশ ফাঁড়ির সদস্যদের নির্যাতনে সুজন চৌকিদার (৩০) নামক এক জেলে মৃত্যুর অভিযোগ উঠেছে।
সোমবার (২১","September 22, 2021",Crime,Law & Order
পটুয়াখালীতে মুক্তিযুদ্ধের ভাস্কর্য উদ্বোধন,https://banglanews24.com/national/news/bd/881190.details,"পটুয়াখালী: পটুয়াখালী জেলা পরিষদের উদ্যোগে মুক্তিযুদ্ধ ও মুক্তিযোদ্ধাদের সম্মানে ভাস্কর্য উদ্বোধন করা হয়েছে। 
মঙ্গলবার (২১","September 21, 2021",Development,Development & Welfare
"বিএনপি ক্ষমতায় আসার যে স্বপ্ন দেখছে, তা সম্ভব নয়",https://banglanews24.com/politics/news/bd/881036.details,"পটুয়াখালী: মৎস্য ও প্রাণিসম্পদ মন্ত্রী শ ম রেজাউল করিম বলেছেন, নিরপেক্ষ সরকার বা তত্ত্বাবধায়ক সরকারের দাবি বিএনপির নিতান্ত","September 20, 2021",Politics,Politics & Movement
পটুয়াখালীতে নারীসহ ২ জনের মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/880064.details,"পটুয়াখালী: পটুয়াখালীতে পৃথক জায়গা থেকে নারীসহ দুইজনের মরদেহ উদ্ধার করেছে পুলিশ।
বুধবার (১৫ সেপ্টেম্বর) দুপুরে পটুয়াখালী সদর","September 15, 2021",Crime,Law & Order
বৈরী আবহাওয়ায় পর্যটক কমছে কুয়াকাটায়,https://banglanews24.com/tourism/news/bd/879879.details,পটুয়াখালী: আবহাওয়া অধিদপ্তরের সর্বশেষ বুলেটিন অনুযায়ী উত্তর-পশ্চিম বঙ্গোপসাগর ও তৎসংলগ্ন উড়িষ্যা উপকূলীয় এলাকায় অবস্থানরত,"September 14, 2021",Tourism,"Commerce,Tourism & Festival"
"মামলা জটিলতায় বন্ধ স্কুল ভবনের নির্মাণকাজ, ঝুঁকিতে শিক্ষার্থীরা",https://banglanews24.com/national/news/bd/879618.details,পটুয়াখালী: ১৯৭০ সালের বন্যার পরে পটুয়াখালীর লতিফ সরকারি প্রাথমিক বিদ্যালয় মাঠে ক্ষতিগ্রস্তদের মধ্যে ত্রাণ বিতরণ করেন জাতির পিতা,"September 13, 2021",Crime,Law & Order
বন্যপ্রাণী-সামুদ্রিক জীববৈচিত্র্য রক্ষায় সচেতনতামূলক সভা,https://banglanews24.com/national/news/bd/879237.details,"পটুয়াখালী: বন্যপ্রাণী ও সামুদ্রিক জীববৈচিত্র্য রক্ষায় একযোগে কাজ করার অঙ্গীকার করেছে পটুয়াখালী কুয়াকাটা পৌর পরিষদ, গণমাধ্যম","September 11, 2021",Wildlife,Environment & Disaster
কুয়াকাটায় পর্যটকদের সঙ্গে পাল্লা দিয়ে বাড়ছে কাঁকড়া-মাছের দাম,https://banglanews24.com/national/news/bd/879140.details,পটুয়াখালী: দীর্ঘদিন পরে পর্যটনকেন্দ্র খুলে দেওয়ায় আজ ছুটির দিনে (শুক্রবার ১০ সেপ্টেম্বর) কুয়াকাটা সমুদ্র সৈকতে পর্যটকদের ঢল,"September 10, 2021",Agriculture,Agriculture
সৌরশক্তিতে আলোকিত পায়রা সেতু চালু হবে অক্টোবরে,https://banglanews24.com/national/news/bd/878999.details,পটুয়াখালী: দক্ষিণ বাংলার গণমানুষের স্বপ্নের পায়রা (লেবুখালী) সেতু কিছুদিনের মধ্যেই যান চলাচলের জন্য উন্মুক্ত করা হবে। এর মাধ্যমে,"September 10, 2021",Development,Development & Welfare
কুয়াকাটা সৈকতে আবার ভেসে এলো মৃত ডলফিন,https://banglanews24.com/environment-biodiversity/news/bd/878818.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতে আবার একটি মৃত ইরাবতী ডলফিন ভেসে এসেছে।
বৃহস্পতিবার (৯ সেপ্টেম্বর) সকালে সৈকতের জিরো","September 9, 2021",Tourism,"Commerce,Tourism & Festival"
স্বামীর মামলায় স্ত্রীসহ প্রেমিক কারাগারে,https://banglanews24.com/national/news/bd/878802.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় স্ত্রীর পরকীয়ার বিরুদ্ধে স্বামীর দায়ের করা মামলায় স্ত্রীসহ প্রেমিক ও তার এক সহযোগীকে কারাগারে,"September 9, 2021",Crime,Law & Order
"হেরোইন ফেলে দিয়েও, পুলিশের হাতে মাদক বিক্রেতা আটক",https://banglanews24.com/national/news/bd/878770.details,পটুয়াখালী: পটুয়াখালী সদর উপজেলায় হেরোইন বিক্রির সময় মানুষ দেখে ফেলে দিলেও পুলিশের চোখ ফাঁকি দিতে পারেননি মাদক বিক্রেতা বাচ্চু।,"September 9, 2021",Drug & Juvenile gang,Law & Order
"খুলছে স্কুল, জমজমাট টেইলার্স ব্যবসা",https://banglanews24.com/education/news/bd/878687.details,পটুয়াখালী: করোনা ভাইরাসের কারণে প্রায় দেড় বছরেরও বেশি সময়ে শিক্ষা প্রতিষ্ঠান বন্ধ থাকার পর রোববার (১২ সেপ্টেম্বর) শিক্ষা,"September 8, 2021",Business,"Commerce,Tourism & Festival"
"পটুয়াখালীতে ভেজাল বিরোধী অভিযান, ৫ প্রতিষ্ঠানকে জরিমানা",https://banglanews24.com/national/news/bd/878443.details,পটুয়াখালী: পটুয়াখালীতে র‍্যাবের বিশেষ মোবাইল কোর্ট সপ্তাহ-২০২১ উপলক্ষে ভেজাল খাদ্যদ্রব্য প্রস্তুত ও পরিবেশনের বিরুদ্ধে অভিযান,"September 7, 2021",Miscellaneous,Miscellaneous
দ্রুত বিচার আইনের মামলায় ইউপি চেয়ারম্যানসহ ১৬ জন জেলহাজতে,https://banglanews24.com/law-court/news/bd/878299.details,পটুয়াখালী: আইনশৃঙ্খলা বিঘ্নকারী অপরাধ (দ্রুত বিচার) আইনের পৃথক দুটি মামলায় পটুয়াখালী সদর উপজেলার ছোট বিঘাই ইউনিয়ন পরিষদ,"September 6, 2021",Crime,Law & Order
পটুয়াখালীতে ৮ দালালের জেল-জরিমানা,https://banglanews24.com/national/news/bd/878032.details,পটুয়াখালী: পটুয়াখালী জেলা প্রশাসন ও র‌্যাব-৮ পটুয়াখালী ক্যাম্পের সদস্যদের পৃথক দু’টি যৌথ অভিযানে বিআরটিএ কার্যালয় থেকে তিন এবং,"September 5, 2021",Miscellaneous,Miscellaneous
অস্তিত্ব হারাচ্ছে কুয়াকাটা সৈকত,https://banglanews24.com/national/news/bd/877915.details,পটুয়াখালী: সূর্যোদয় ও সূর্যাস্তের বেলাভূমি খ্যাত পর্যটনকেন্দ্র কুয়াকাটা সৈকতের ১২ কিলোমিটার এলাকা ক্রমশ সংকুচিত হয়ে পড়ছে।,"September 5, 2021",Tourism,"Commerce,Tourism & Festival"
পটুয়াখালীতে বাস খাদে পড়ে ১৩ জন আহত,https://banglanews24.com/national/news/bd/877755.details,পটুয়াখালী: পটুয়াখালীর কুয়াকাটা থেকে যশোরগামী কুয়াকাটা এক্সপ্রেস নামে একটি বাস নিয়ন্ত্রণ হারিয়ে খাদে পড়ে অন্তত ১৩ জন আহত হয়েছেন।,"September 4, 2021",Transportation,Transportation
কুয়াকাটা সৈকতে ফের মিললো মৃত ডলফিন,https://banglanews24.com/environment-biodiversity/news/bd/877430.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতে ফের ভেসে এসেছে ১২ ফুট দৈর্ঘ্যের একটি মৃত শুশুক প্রজাতির ডলফিন। 
বৃহস্পতিবার (২","September 2, 2021",Tourism,"Commerce,Tourism & Festival"
পুলিশ দেখেই ইয়াবার পোঁটলা গিলে ফেললো,https://banglanews24.com/national/news/bd/876956.details,পটুয়াখালী:  গোপন সংবাদের ভিত্তিতে অভিযানে পরিচালনা কালে পুলিশ দেখে পূর্বেই টেপ প্যাঁচানো ইয়াবার পোঁটলা গিলে ফেলেছেন কাইয়ুম খান,"August 30, 2021",Drug & Juvenile gang,Law & Order
জীবিত থেকেও ভোটার তালিকায় মৃত পটুয়াখালীর ১২ ব্যক্তি,https://banglanews24.com/election-comission/news/bd/876668.details,পটুয়াখালী: এ পর্যন্ত পাওয়া তথ্যে পটুয়াখালী জেলার বিভিন্ন উপজেলার ১২ জন ব্যক্তি জীবিত থেকেও নির্বাচন কমিশনের ডাটাবেজে তারা এখন,"August 29, 2021",Election,Politics & Movement
পটুয়াখালীতে জেলের জালে ধরা পড়লো ব্লাক মার্লিন মাছ,https://banglanews24.com/national/news/bd/876541.details,"পটুয়াখালী: পটুয়াখালীর মহিপুরের আনিস মাঝি নামে এক জেলের জালে ধরা পড়েছে ৪ মণ ওজনের একটি ব্লাক মার্লিন মাছ।
শুক্রবার (২৭ আগস্ট) রাতে","August 28, 2021",Agriculture,Agriculture
এক জালেই ৮ পাখি মাছ,https://banglanews24.com/national/news/bd/876254.details,"পটুয়াখালী: পটুয়াখালীর মহিপুরে এক মাঝির জালে ধরা পড়েছে বিরল প্রজাতির ৮টি পাখি মাছ।
বৃহস্পতিবার (২৬ আগস্ট) দুপুরে গণমাধ্যমকে এ তথ্য","August 26, 2021",Agriculture,Agriculture
সাংবাদিক আলতাফ মাহমুদের কবরসহ ভাঙন এলাকা পরিদর্শনে সংশ্লিষ্টরা,https://banglanews24.com/national/news/bd/876198.details,পটুয়াখালী: বাংলাদেশ ফেডারেল সাংবাদিক ইউনিয়নের (বিএফইউজে) সভাপতি প্রখ্যাত সাংবাদিক আলতাফ মাহমুদের কবরসহ গলাচিপা ডাকুয়া ইউনিয়নের,"August 26, 2021",Natural disaster,Environment & Disaster
নদী ভাঙনের ঝুঁকিতে সাংবাদিক আলতাফ মাহমুদের কবর,https://banglanews24.com/national/news/bd/875873.details,"পটুয়াখালী: নদী ভাঙনের ঝুঁকিতে রয়েছে বাংলাদেশ ফেডারেল সাংবাদিক ইউনিয়নের সাবেক মহাসচিব আলতাফ মাহমুদের কবরটি।
বাংলাদেশ সাংবাদিক","August 24, 2021",Natural disaster,Environment & Disaster
স্বাস্থ্যকর্মীকে পেটানোর ঘটনায় চেয়ারম্যানের বিরুদ্ধে মামলা,https://banglanews24.com/national/news/bd/873183.details,পটুয়াখালী: পটুয়াখালীর বাউফলে চেয়ারম্যানের ইচ্ছানুযায়ী করোনার টিকা না দেওয়ায় এক ইউনিয়নের স্বাস্থ্যকর্মীকে পিটানোর ঘটনায় মামলা,"August 9, 2021",Healthcare,Health & Education
কুয়াকাটা সৈকতে ফের ভেসে এলো ২ মৃত ডলফিন,https://banglanews24.com/environment-biodiversity/news/bd/873145.details,পটুয়াখালী: পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতে আবার ভেসে এসেছে ইরাবতি ও হ্যামব্যাক প্রাজাতির আট ফুট দৈর্ঘ্যের দু’টি মৃত ডলফিন।,"August 9, 2021",Tourism,"Commerce,Tourism & Festival"
পটুয়াখালীতে আওয়ামী লীগের অক্সিজেন ব্যাংক উদ্বোধন,https://banglanews24.com/health/news/bd/872886.details,পটুয়াখালী: করোনা আক্রান্ত মানুষের পাশে দাঁড়ানোর জন্য বিনামূল্যে বাড়ি বাড়ি অক্সিজেন সেবা পৌঁছে দিতে কাজ শুরু করেছে পটুয়াখালী জেলা,"August 8, 2021",Politics,Politics & Movement
কুয়াকাটা সৈকতে ভেসে এলো মৃত ডলফিন,https://banglanews24.com/environment-biodiversity/news/bd/872871.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটা সমুদ্র সৈকতে ভেসে এলো ৬-৭ ফুট দৈর্ঘ্যের একটি মৃত ডলফিন।
শনিবার (৭ আগস্ট) বিকেলে মৃত ডলফিনটি সৈকতে","August 8, 2021",Tourism,"Commerce,Tourism & Festival"
প্রতিপক্ষের হামলায় হাতের কব্জি হারানো ছাত্রলীগ নেতার মৃত্যু,https://banglanews24.com/national/news/bd/872865.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় আধিপত্য বিস্তারকে কেন্দ্র করে প্রতিপক্ষের সশস্ত্র হামলায় ডান হাতের কব্জি হারানো আহত ছাত্রলীগ,"August 8, 2021",Crime,Law & Order
পটুয়াখালীতে বৈরী আবহাওয়া উপেক্ষা করে টিকাকেন্দ্রে ভিড়,https://banglanews24.com/health/news/bd/872722.details,পটুয়াখালী: সকাল থেকে বৈরী আবহাওয়া উপেক্ষা করে পটুয়াখালীর ইউনিয়ন পর্যায়ে কোভিট-১৯ এর টিকাদান কার্যক্রমের প্রতিটি কেন্দ্রে টিকা,"August 7, 2021",Healthcare,Health & Education
দুর্বৃত্তের ছোড়া দাহ্য পদার্থে ঝলসে গেল ভাই-বোন,https://banglanews24.com/national/news/bd/872058.details,পটুয়াখালী: পটুয়াখালী সদর উপজেলার মাদারবুনিয়া ইউনিয়নে দুর্বৃত্তের ছোড়া দাহ্য পদার্থে এক মাদরাসাছাত্রী (১৬) ও তার ভাইয়ের (১২) শরীরের,"August 3, 2021",Crime,Law & Order
নিখোঁজের একদিন পর শিশুর মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/871742.details,"পটুয়াখালী: জেলার কলাপাড়া উপজেলায় নিখোঁজের একদিন পর সানজিদা আক্তার (০৮) নামে এক শিশুর মরদেহ উদ্ধার করেছে পুলিশ।
রোববার (১ আগস্ট) রাতে","August 2, 2021",Crime,Law & Order
সময় ও যাত্রী স্বল্পতায় পটুয়াখালী থেকে ছাড়বে না ঢাকাগামী লঞ্চ,https://banglanews24.com/national/news/bd/871522.details,পটুয়াখালী:  রপ্তানিমুখী শিল্পকারখানার শ্রমিকদের কর্মস্থলে ফেরার সুবিধার্থে রোববার (১ আগস্ট) দুপুর ১২টা পর্যন্ত স্বাস্থ্যবিধি,"July 31, 2021",Transportation,Transportation
ফুটবল খেলতে নেমে মাঠেই স্কুলছাত্রের মৃত্যু,https://banglanews24.com/national/news/bd/871358.details,"পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলায় ফুটবল খেলার সময় মাঠেই নাঈম হোসেন (১৭) নামের এক স্কুলছাত্রের মৃত্যু হয়েছে।
শুক্রবার (৩০","July 30, 2021",Crime,Law & Order
পটুয়াখালী-বরিশাল মহাসড়কে ছুরিকাঘাতে যুবক খুন,https://banglanews24.com/national/news/bd/871269.details,পটুয়াখালী: পটুয়াখালী-বরিশাল মহাসড়কের শিয়ালী নামক স্থানে ছুরিকাঘাতে ইব্রাহিম হোসেন ফয়সাল (২৪) এক যুবক নিহত হয়েছেন।  পেশায় তিনি একজন,"July 30, 2021",Miscellaneous,Miscellaneous
কলাপাড়ায় দুর্বৃত্তদের হামলায় ছাত্রলীগ নেতার কব্জি বিচ্ছিন্ন,https://banglanews24.com/politics/news/bd/871038.details,পটুয়াখালী: পটুয়াখালীর কলাপাড়ায় কুপিয়ে রাকিবুল (২২) নামে এক ছাত্রলীগ নেতার ডান হাতের কব্জি বিছিন্ন করে দিয়েছে দুর্বত্তরা। রাকিবুল,"July 29, 2021",Crime,Law & Order
চাহিদার অনুযায়ী টিসিবি’র পণ্য পাচ্ছেন না মানুষ,https://banglanews24.com/national/news/bd/870954.details,"পটুয়াখালী: করোনা মহামারির কারণে সারাদেশের মতো পটুয়াখালীতেও মধ্যবিত্ত, নিম্ম মধ্যবিত্ত কিংবা কম আয়ের মানুষরা জীবন-জীবিকা নিয়ে চরম","July 28, 2021",Miscellaneous,Miscellaneous
পটুয়াখালীতে ৯৭.৪ মিলিমিটার বৃষ্টিপাতা রেকর্ড,https://banglanews24.com/national/news/bd/870810.details,"পটুয়াখালী: গত এক সপ্তাহ ধরে পটুয়াখালীতে থেমে থেমে হালকা থেকে মাঝারি ও ভারী বৃষ্টিপাত হচ্ছে। 
মঙ্গলবার (২৭ জুলাই) বিকেল ৩টা পর্যন্ত","July 27, 2021",Natural disaster,Environment & Disaster
প্রধানমন্ত্রী কার্যালয়ের সাবেক ডিজির দাফন সম্পন্ন,https://banglanews24.com/national/news/bd/870249.details,পটুয়াখালী: প্রধানমন্ত্রী কার্যালয়ের সাবেক মহাপরিচালক ও পটুয়াখালীর কৃতি সন্তান বীর মুক্তিযোদ্ধা ড. মো. মাহামুদুর রহমানের (নিরু),"July 24, 2021",Agriculture,Agriculture
"টাকার শোক সইতে না পেরে মৃত্যু, মরদেহ নিয়ে পাওনাদারের বাড়িতে অবস্থান",https://banglanews24.com/national/news/bd/870214.details,পটুয়াখালী: পটুয়াখালীর মহিপুরে পাওনা টাকার শোক সইতে না পেরে মারা যাওয়া সুনীল চন্দ্র দাস (৪০) নামে এক ব্যক্তির মরদেহ নিয়ে পাওনাদের,"July 24, 2021",Crime,Law & Order
"নিষেধাজ্ঞা শেষ, আবহাওয়া খারাপ থাকলে সাগরে যাবেন না জেলেরা",https://banglanews24.com/coastal-area/news/bd/870132.details,পটুয়াখালী: সমুদ্রে ৬৫ দিনের মাছ শিকারে নিষেধাজ্ঞার সময় শেষে হওয়ায় শনিবার সকাল থেকে সাগরের উদ্দেশে ট্রলার ছেড়ে যাবেন উপকূলের,"July 24, 2021",Agriculture,Agriculture
রাঙ্গাবালীতে গৃহবধূর ঝুলন্ত মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/870078.details,"পটুয়াখালী: পটুয়াখালীর রাঙ্গাবালী উপজেলায় লাইজু আক্তার (৩২) নামে এক গৃহবধূর ঝুলন্ত মরদেহ উদ্ধার করেছে পুলিশ।
শুক্রবার (২৩ জুলাই)","July 23, 2021",Crime,Law & Order
পটুয়াখালীতে মাইক্রোবাস পুকুরে পড়ে নিহত ২,https://banglanews24.com/national/news/bd/869963.details,পটুয়াখালী: পটুয়াখালী-কুয়াকাটা মহাসড়কে মাইক্রোবাস নিয়ন্ত্রণ হারিয়ে পুকুরে পড়ে শিক্ষার্থীসহ দু’জন নিহত হয়েছেন। এ ঘটনায় আহত হয়েছেন,"July 22, 2021",Crime,Law & Order
পটুয়াখালীতে ১৮৯১ মসজিদে ঈদের জামাত অনুষ্ঠিত,https://banglanews24.com/national/news/bd/869798.details,পটুয়াখালী: পটুয়াখালীতে স্বাস্থ্যবিধি মেনে ১৮৯১টি মসজিদে পবিত্র ঈদুল আজহার নামাজের জামাত অনুষ্ঠিত হয়েছে। বুধবার (২১ জুলাই) সকাল,"July 21, 2021",Religion,Religion
আবাসিক হোটেল থেকে এক ব্যক্তির ঝুলন্ত মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/869722.details,"পটুয়াখালী: পটুয়াখালীতে আবাসিক একটি হোটেল থেকে পলাশ (৪০) নামে এক ব্যক্তির ঝুলন্ত মরদেহ উদ্ধার করেছে পুলিশ।
সোমবার (২০ জুলাই) দুপুরে","July 20, 2021",Crime,Law & Order
পটুয়াখালীর ২১ গ্রামে ঈদুল আজহা উদযাপিত,https://banglanews24.com/national/news/bd/869654.details,"পটুয়াখালী: প্রতি বছরের মতো এ বছরও সৌদি আরবের সঙ্গে মিল রেখে পটুয়াখালীর অন্তত ২১ গ্রামে ঈদুল আজহা উদযাপিত হয়েছে।
মঙ্গলবার (২০ জুলাই)","July 20, 2021",Religion,Religion
পটুয়াখালীতে ঈদ উপলক্ষে আ'লীগ নেতা সুলতান আহমেদের খাদ্যসামগ্রী বিতরণ,https://banglanews24.com/national/news/bd/869417.details,"পটুয়াখালী: করোনা মহামারি পরিস্থিতিতে প্রধানমন্ত্রীর নির্দেশে পটুয়াখালীতে দুস্থ, অসহায় দুইশ পরিবারের মাঝে পবিত্র ঈদুল আজহা","July 18, 2021",Social Welfare,Development & Welfare
"পটুয়াখালীতে ১৫ লাখ পিস চিংড়ির রেনুসহ আটক ১৮, জেল-জরিমানা",https://banglanews24.com/national/news/bd/869079.details,পটুয়াখালী: পটুয়াখালীর দুমকিতে র‌্যাপিড অ্যাকশন ব্যাটালিয়ন (র‌্যাব)  এর সহযোগিতায় অভিযান চালিয়ে পাচারকালে ১৫ লাখ ৩০ হাজার পিস,"July 17, 2021",Miscellaneous,Miscellaneous
স্কুলছাত্রের ‘ডিফেন্স করোনা’ অ্যাপ উদ্ভাবন,https://banglanews24.com/information-technology/news/bd/868741.details,"পটুয়াখালী: ফ্রি মোবাইল অ্যাপ দ্বারা, স্বয়ংক্রিয়ভাবে করোনার লক্ষণগুলো যাচাই করে সংক্রমণের ঝুঁকিতে থাকা ব্যক্তিকে চিহ্নিত করে","July 15, 2021",Education,Health & Education
"পটুয়াখালী গত ২৪ ঘণ্টায় মৃত্যু ২, শনাক্ত ৪৭",https://banglanews24.com/health/news/bd/868474.details,"পটুয়াখালী: পটুয়াখালীতে গত ২৪ ঘণ্টায় করোনা আক্রান্ত হয়ে আরো ২ জনের মৃত্যু হয়েছে।
মঙ্গলবার (১৪ জুলাই) বিকেলে কলাপাড়া হাসপাতালের","July 14, 2021",Crime,Law & Order
ব্রাজিল সমর্থকের মাথায় ডিম ভেঙে বিজয় উদযাপন,https://banglanews24.com/national/news/bd/867950.details,"পটুয়াখালী: পটুয়াখালীর কুয়াকাটায় দুই ব্রাজিল সমর্থকের মাথায় ডিম, রং ও ময়দা মাখিয়ে বিজয় উদযাপন করেছে আর্জেন্টিনার সমর্থকরা।
রোববার","July 11, 2021",Festival,"Commerce,Tourism & Festival"
পটুয়াখালীতে যুবলীগ নেতা পলাশের ১৬তম মৃত্যুবার্ষিকী পালিত,https://banglanews24.com/politics/news/bd/867893.details,"পটুয়াখালী: পটুয়াখালীতে জেলা আওয়ামী লীগ, যুবলীগ ও পরিবার বর্গের আয়োজনে পুষ্পস্তবক অর্পণ ও দোয়া মাহফিলের মধ্য দিয়ে ছাত্রলীগের","July 11, 2021",Crime,Law & Order
নিখোঁজ জেলে মিলনকে ১৩ বছর পর ভারসাম্যহীন অবস্থায় উদ্ধার,https://banglanews24.com/national/news/bd/867455.details,পটুয়াখালী: ২০০৮ সালে সাগরে মাছ ধরতে গিয়ে নিখোঁজ হওয়ার দীর্ঘ ১৩ বছর পরে মিলন আকন (৩০) নামে এক ব্যক্তিকে ফিরে পেয়েছে তার পরিবার।,"July 8, 2021",Child & Women Harrasement,Law & Order
২১ বছরে পটুয়াখালী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়,https://banglanews24.com/education/news/bd/867330.details,পটুয়াখালী: পটুয়াখালী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় ৮ জুলাই ২১ বছরে পদার্পণ করল। ২০০০ সালের ৮ জুলাই দক্ষিণ বঙ্গের প্রথম,"July 8, 2021",Education,Health & Education
"নিষেধাজ্ঞা উপেক্ষা করে মাছ শিকার, ৮ ট্রলারসহ ৬৪ জেলে আটক",https://banglanews24.com/national/news/bd/867076.details,"পটুয়াখালী: সাগরে সরকারি নিষেধাজ্ঞা উপেক্ষা করে মাছ শিকারের দায়ে ৮টি ট্রলার, পাচ মণ মাছ, চার লাখ মিটার ঘন ফাঁসের জালসহ ৬৪ জেলেকে আটক","July 6, 2021",Agriculture,Agriculture
